IRIS;DEC_PIMP21;DEC_TP6021;DEC_INCERT21;DEC_Q121;DEC_MED21;DEC_Q321;DEC_EQ21;DEC_D121;DEC_D221;DEC_D321;DEC_D421;DEC_D621;DEC_D721;DEC_D821;DEC_D921;DEC_RD21;DEC_S80S2021;DEC_GI21;DEC_PACT21;DEC_PTSA21;DEC_PCHO21;DEC_PBEN21;DEC_PPEN21;DEC_PAUT21;DEC_NOTE21
920230506;75,0;11,0;2;22310;32360;44280;0,68;13380;19560;24420;28050;36430;40780;47400;60000;4,5;5,6;0,320;69,0;62,7;2,7;3,6;22,8;8,2;0
920230507;73,0;11,0;2;20980;31250;43990;0,74;13710;18980;23590;26860;34900;40180;47020;58420;4,3;5,9;0,334;71,6;67,2;2,1;2,3;21,0;7,4;0
920240101;66,0;25,0;1;14060;26500;40020;0,98;6600;11840;16650;21800;30070;36780;44810;55160;8,4;10,5;0,384;81,9;74,9;4,2;2,8;15,8;2,3;0
920240102;66,0;24,0;1;14310;26580;41460;1,02;6030;11360;16310;21310;32100;37440;46320;60140;10,0;11,9;0,394;85,5;78,0;3,8;3,7;11,9;2,6;0
920240103;68,0;23,0;1;14870;27220;43800;1,06;7250;12660;17420;22350;33550;39990;47420;61340;8,5;9,7;0,385;87,4;80,0;3,7;3,7;10,1;2,5;0
920240104;63,0;25,0;1;13880;25530;42600;1,13;7150;11970;16390;20960;30870;38370;48220;61220;8,6;10,8;0,413;89,7;83,1;3,8;2,8;7,1;3,2;0
920240201;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;5
920240202;53,0;33,0;2;10410;19830;39380;1,46;3740;8550;12340;15780;25600;34700;44960;57960;15,5;19,3;0,474;89,4;81,1;4,0;4,3;7,6;3,0;0
920240203;64,0;27,0;1;12890;23550;35790;0,97;6050;10870;14860;18980;27660;32690;40200;50330;8,3;10,2;0,382;86,6;78,3;4,4;3,9;10,7;2,7;0
920240301;34,0;51,0;1;8380;13490;21180;0,95;3580;6890;9220;11090;16770;19460;22870;27970;7,8;9,3;0,369;77,8;71,2;5,3;1,3;20,3;1,9;0
920240302;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;5
920240303;59,0;27,0;2;12950;21750;32200;0,88;6110;10180;14820;18510;26270;30430;35260;44690;7,3;9,1;0,375;75,2;68,3;3,2;3,7;22,6;2,2;0
920240304;55,0;32,0;1;11420;19310;29310;0,93;6360;9930;13020;16060;23290;26870;32510;43030;6,8;8,8;0,379;87,4;80,4;5,1;1,9;10,6;2,0;0
920240401;61,0;28,0;1;12460;22480;36060;1,05;6030;10340;14720;17940;27140;32730;40840;54700;9,1;11,9;0,415;86,8;79,6;3,8;3,4;10,0;3,2;0
920240402;67,0;24,0;1;14240;25900;39280;0,97;5970;12070;16290;20570;31490;36750;43230;55280;9,3;10,2;0,373;85,6;78,4;3,3;3,9;11,5;2,9;0
920240403;61,0;31,0;2;12050;22120;35390;1,05;5730;10090;13260;17870;26020;31410;38620;48040;8,4;10,5;0,391;85,2;78,7;4,0;2,5;12,9;1,9;0
920240404;43,0;43,0;2;9500;15640;23240;0,88;5070;8290;10680;13240;18400;21330;25680;31560;6,2;8,1;0,355;83,6;76,3;5,9;1,4;15,4;1,0;0
920240405;47,0;42,0;1;8930;16360;26760;1,09;4770;7370;10230;13120;19690;25050;29480;40080;8,4;11,3;0,414;83,0;76,1;4,7;2,2;14,9;2,1;0
920240501;49,0;47,0;2;6830;15430;29500;1,47;2800;5060;8270;11050;20080;25760;34590;49700;17,7;22,5;0,499;87,0;80,0;3,9;3,1;10,2;2,8;0
920240502;63,0;28,0;1;12550;25250;41430;1,14;5980;10300;14650;19810;30660;37650;46400;60750;10,2;14,8;0,452;76,9;70,4;2,8;3,7;12,3;10,8;0
920240503;59,0;30,0;1;12090;21760;35840;1,09;6020;9850;13610;17270;26250;32660;39610;52520;8,7;11,9;0,416;79,8;72,5;3,9;3,4;16,6;3,6;0
920240504;65,0;22,0;1;15330;27710;42910;1,00;7480;12770;17780;22140;33120;39760;47270;61210;8,2;10,0;0,394;86,8;78,3;4,0;4,5;10,3;2,9;0
920240601;62,0;26,0;1;13470;24320;36520;0,95;6830;11300;15850;20410;28160;33520;40630;52930;7,7;10,5;0,406;81,9;73,4;3,9;4,6;15,5;2,6;0
920240602;73,0;17,0;1;19400;32610;49840;0,93;8920;16000;22180;27410;38530;46100;54540;68620;7,7;9,4;0,373;81,0;73,1;3,1;4,8;13,7;5,3;0
920250101;77,0;11,0;2;23930;36650;54110;0,82;13610;20910;25990;30810;43020;49120;58020;79270;5,8;7,6;0,368;82,3;73,0;2,7;6,6;11,9;5,8;0
920250102;75,0;11,0;1;21960;34670;49770;0,80;12500;19000;24840;29950;39680;46280;53650;65320;5,2;7,3;0,353;81,7;74,8;2,5;4,4;12,8;5,5;0
920250103;77,0;11,0;1;23540;37700;58610;0,93;12030;20860;26770;31980;43960;51850;64170;84480;7,0;8,9;0,385;81,1;74,5;2,4;4,2;12,8;6,1;0
920250104;79,0;9,0;2;26420;39570;59270;0,83;13780;23190;29470;35600;44860;52470;65840;85750;6,2;7,9;0,371;80,9;73,7;2,1;5,1;11,4;7,7;0
920250105;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;5
920250106;73,0;15,0;2;19550;30360;41970;0,74;10120;16700;21860;26010;34580;39230;45700;58220;5,8;7,1;0,332;80,8;74,5;3,3;3,0;16,8;2,4;0
920250107;70,0;13,0;1;20240;34060;51790;0,93;11780;17650;23260;28650;39240;46550;59400;81360;6,9;10,0;0,418;76,1;70,2;2,5;3,4;16,1;7,8;0
920250108;80,0;7,0;1;28340;42870;68260;0,93;17450;25140;30340;36260;51870;62560;74500;97870;5,6;7,5;0,377;81,7;73,6;2,4;5,7;12,0;6,3;0
920250109;77,0;10,0;1;23620;36550;53680;0,82;13820;20510;26050;31440;41520;49220;59630;77350;5,6;7,3;0,357;84,5;76,8;3,0;4,7;10,4;5,1;0
920250110;75,0;11,0;2;21720;35230;54940;0,94;13150;19520;24690;29580;40970;50560;61970;84370;6,4;9,6;0,428;82,9;72,5;2,6;7,8;12,0;5,1;0
920250111;75,0;10,0;1;23390;37190;53670;0,81;13480;19900;26750;32210;43370;50190;59420;80100;5,9;7,9;0,378;82,7;77,5;2,7;2,5;10,4;6,9;0
920250113;66,0;19,0;1;17050;29220;46730;1,02;9550;14350;19530;24250;34850;41690;51450;66890;7,0;9,6;0,401;78,0;71,7;3,3;3,0;17,7;4,3;0
920250201;43,0;41,0;2;8530;16350;24230;0,96;4190;7260;9830;13410;19280;22480;26260;32630;7,8;10,2;0,370;76,7;69,4;5,5;1,8;22,0;1,3;0
920250202;43,0;45,0;2;9000;15620;24340;0,98;3210;7400;10210;12970;19120;22320;26820;33970;10,6;11,1;0,387;78,7;71,2;5,9;1,6;19,6;1,7;0
920250203;39,0;45,0;1;8530;14920;23090;0,98;3520;7230;9820;12340;18040;21090;25360;31250;8,9;10,2;0,376;74,0;67,2;5,7;1,1;24,9;1,1;0
920250204;54,0;30,0;1;11640;21530;33400;1,01;5420;9960;13570;17070;25410;30640;37780;48320;8,9;11,4;0,399;79,8;72,1;4,1;3,6;17,2;3,0;0
920250205;55,0;33,0;2;11470;19780;28860;0,88;6080;9980;12950;16130;23010;26340;31550;39200;6,4;7,9;0,360;82,3;74,6;4,8;2,9;15,5;2,2;0
920250206;55,0;27,0;2;12900;22150;34420;0,97;7900;11450;14130;17810;25810;31550;38530;51360;6,5;8,6;0,396;80,6;73,5;3,9;3,2;15,9;3,5;0
920250207;45,0;39,0;2;9890;17470;25700;0,90;4410;8280;11180;14060;20740;23620;28590;34420;7,8;9,4;0,374;78,1;71,8;5,0;1,3;20,4;1,5;0
920250208;57,0;27,0;2;12790;21320;31200;0,86;6440;11170;14420;17690;24960;29050;34510;44620;6,9;8,3;0,359;88,5;82,9;3,7;1,9;9,7;1,8;0
920250209;55,0;31,0;2;11880;20180;31010;0,95;5670;10380;13530;16640;24560;28610;34280;43640;7,7;9,5;0,375;82,4;74,8;4,6;3,0;16,0;1,6;0
920250210;50,0;39,0;1;9560;17990;28080;1,03;3790;8150;11130;14190;21680;25640;30870;39600;10,4;12,1;0,401;83,1;76,3;4,9;1,9;15,3;1,6;0
920250211;45,0;39,0;2;8640;16940;28170;1,15;3140;6890;10120;13960;20550;25130;33570;48570;15,5;19,2;0,476;76,9;69,9;4,1;2,9;20,0;3,1;0
920250212;71,0;17,0;1;18500;30660;43460;0,81;8970;15850;21560;25760;35540;40460;47670;63050;7,0;8,6;0,369;83,9;76,6;3,1;4,2;12,1;4,0;0
920250301;37,0;51,0;2;7870;13600;21240;0,98;2680;6240;9020;11270;15870;19440;23150;28810;10,7;12,5;0,398;79,1;71,1;5,3;2,7;20,2;0,7;0
920250302;67,0;19,0;1;17150;28520;44500;0,96;9210;14130;19400;23740;34100;40710;48920;64670;7,0;9,5;0,393;79,8;72,9;3,0;3,9;14,6;5,6;0
920250303;61,0;25,0;2;13760;23580;37940;1,03;7220;12350;15620;19260;28980;34390;41090;52260;7,2;9,3;0,386;83,6;77,7;3,2;2,7;14,0;2,4;0
920250304;75,0;12,0;1;22070;33270;52080;0,90;11260;19200;24740;29010;38770;47230;56870;74050;6,6;7,9;0,369;85,1;77,7;3,0;4,4;10,1;4,8;0
920250305;53,0;31,0;2;11440;19030;28460;0,89;5500;9750;12960;15970;22770;25910;31570;39090;7,1;8,1;0,352;71,0;65,7;3,7;1,6;27,0;2,0;0
920250306;70,0;14,0;1;20810;35310;52940;0,91;10720;18040;24430;29170;40880;49110;58090;75650;7,1;9,8;0,406;77,8;72,9;2,5;2,4;12,1;10,1;0
920250401;59,0;31,0;1;11980;21190;36960;1,18;6220;10460;13610;17380;26320;32180;40590;51580;8,3;10,5;0,404;86,8;80,5;4,3;2,0;9,8;3,4;0
920250402;51,0;39,0;1;9800;17220;29110;1,12;4540;8510;11180;14000;21310;26110;32870;44370;9,8;11,5;0,409;90,5;84,2;4,2;2,1;7,7;1,8;1
920250403;56,0;33,0;1;10910;20280;34150;1,15;5240;9220;12520;16170;24860;30570;39040;48890;9,3;11,9;0,413;85,8;78,0;4,0;3,8;11,8;2,4;0
920260101;79,0;10,0;1;25010;38080;53230;0,74;14640;22080;27810;32820;43590;49750;59630;74980;5,1;6,7;0,337;82,7;77,3;2,9;2,5;11,4;5,9;0
920260102;74,0;14,0;1;20980;35280;55340;0,97;9480;17280;24180;30290;41560;48730;62260;84890;9,0;12,8;0,438;79,6;70,5;2,8;6,3;12,5;7,9;0
920260103;74,0;15,0;1;19920;31870;45730;0,81;9090;17260;22290;26660;35970;41920;50260;63320;7,0;7,7;0,345;86,6;79,7;2,8;4,1;10,7;2,7;0
920260201;79,0;10,0;1;24810;40100;56600;0,79;13740;22010;27820;34120;46030;52850;62360;76390;5,6;7,1;0,342;80,0;73,6;2,3;4,1;14,6;5,4;0
920260202;81,0;8,0;1;25200;36790;52420;0,74;16410;22340;27470;32090;42820;49700;56170;72080;4,4;5,7;0,319;77,2;72,3;2,4;2,5;18,3;4,5;0
920260203;81,0;10,0;1;27000;42160;61470;0,82;14760;23870;30210;36280;49320;57330;67780;87490;5,9;7,5;0,357;77,7;71,8;1,9;4,0;15,7;6,6;0
920260204;76,0;12,0;1;22440;37570;55930;0,89;12050;19180;25450;30650;43710;51570;62940;85090;7,1;8,7;0,391;77,2;69,8;3,2;4,2;15,4;7,4;0
920260301;73,0;13,0;2;20750;32490;48170;0,84;11310;18340;22740;27930;37820;44160;53350;65210;5,8;7,5;0,350;79,5;73,5;2,6;3,4;16,8;3,7;0
920260302;83,0;8,0;1;27810;41440;59870;0,77;16480;24730;31220;36670;48190;55960;65150;81890;5,0;6,4;0,341;81,7;74,9;2,7;4,1;13,3;5,0;0
920260303;84,0;8,0;1;29400;44650;62540;0,74;16820;25920;32110;38420;50570;57400;66810;86680;5,2;6,9;0,344;78,8;71,2;2,4;5,2;15,2;6,0;0
920260304;87,0;5,0;2;31860;47350;67920;0,76;19950;28020;34390;40900;53940;62650;74180;101820;5,1;8,6;0,422;72,9;66,0;1,7;5,2;12,2;14,9;0
920260305;80,0;10,0;1;24630;39180;56760;0,82;14290;22050;27180;34060;45060;51750;62130;79600;5,6;7,4;0,365;78,1;70,9;2,5;4,7;14,5;7,4;0
920260402;68,0;21,0;1;16000;30640;48080;1,05;8040;13340;18500;24780;36570;44160;53270;66260;8,2;10,8;0,404;79,8;72,4;3,3;4,1;15,7;4,5;0
920260403;57,0;25,0;1;13860;22700;37050;1,02;7270;11550;15400;18950;27580;33220;42730;53480;7,4;9,7;0,395;79,1;72,2;3,1;3,8;17,9;3,0;0
920260404;77,0;12,0;1;22340;36490;53920;0,87;12380;19490;25070;30240;42830;49440;58660;73100;5,9;7,9;0,366;88,0;82,6;2,8;2,6;6,4;5,6;0
920260405;65,0;24,0;1;14510;26530;37950;0,88;6970;12200;17050;21780;30500;34850;41960;52560;7,5;9,5;0,372;92,5;86,1;3,3;3,1;4,1;3,4;0
920260406;75,0;14,0;1;21860;37210;56300;0,93;9580;18550;24850;31010;43630;51490;61690;78500;8,2;9,8;0,381;88,6;83,2;2,4;3,0;6,7;4,7;0
920260501;67,0;23,0;2;14780;27870;40820;0,93;3110;10770;17690;22910;32320;37450;45240;57340;18,4;14,6;0,389;77,0;71,3;2,5;3,2;18,9;4,1;0
920260502;63,0;25,0;1;13990;24510;40090;1,06;6830;12010;16220;20100;29670;35940;44770;60410;8,8;11,6;0,417;80,7;74,2;3,6;2,9;16,4;2,9;0
920260503;78,0;12,0;1;21280;32740;47800;0,81;12170;18810;23550;28270;38100;43990;52050;67240;5,5;7,0;0,348;83,7;77,9;3,0;2,8;11,9;4,4;0
920260504;59,0;25,0;2;13730;21830;35580;1,00;7650;11830;15310;18540;25980;31920;39040;49260;6,4;8,0;0,378;82,8;76,3;4,8;1,7;13,4;3,8;0
920260505;74,0;16,0;1;20060;34740;49420;0,85;9250;16550;23280;29260;40850;46220;55010;70920;7,7;9,8;0,382;80,2;75,0;1,9;3,3;13,3;6,5;0
920260506;53,0;29,0;2;12190;21650;31900;0,91;4340;9970;13940;17780;25110;29630;34780;47950;11,0;12,2;0,413;79,5;70,3;3,0;6,2;16,4;4,1;0
920260601;77,0;13,0;1;21480;35850;53130;0,88;11320;18490;24490;29600;42430;49180;57320;69540;6,1;8,0;0,360;83,5;77,4;2,3;3,8;13,3;3,2;0
920260602;76,0;14,0;1;21600;37260;56540;0,94;10210;18840;24820;31730;43190;51260;61690;80690;7,9;9,7;0,393;81,9;75,9;2,2;3,8;13,2;4,9;0
920260603;77,0;12,0;1;22170;37320;54610;0,87;11550;19230;25200;31370;44350;49960;59400;78190;6,8;8,9;0,381;77,0;70,9;2,4;3,7;17,3;5,7;0
920260701;73,0;13,0;2;20710;34160;50530;0,87;10570;17770;23300;28540;40340;46740;56840;73230;6,9;8,2;0,366;73,0;68,0;2,4;2,6;21,3;5,7;0
920260702;68,0;19,0;1;17120;28920;44630;0,95;8840;14630;19570;24480;34140;40520;49250;60300;6,8;8,5;0,371;78,8;71,7;3,0;4,1;16,8;4,4;0
920260703;75,0;13,0;2;21650;33920;46590;0,74;11170;17820;24580;30570;38430;43780;50770;63420;5,7;7,6;0,341;75,6;68,8;2,1;4,7;19,2;5,2;0
920260704;75,0;13,0;1;21560;35080;52480;0,88;10860;19200;24240;29630;41050;48640;57670;76750;7,1;8,1;0,369;73,3;65,4;2,5;5,4;21,5;5,2;0
920260705;79,0;7,0;2;29430;43270;61980;0,75;16910;26120;31820;37930;50710;58410;66650;87520;5,2;6,5;0,334;62,3;56,9;2,0;3,4;27,7;10,0;0
920320101;57,0;27,0;2;13330;22070;32600;0,87;6970;11570;15150;18100;25610;30030;35540;45580;6,5;7,8;0,358;72,5;66,8;3,3;2,4;25,1;2,4;0
920320102;59,0;25,0;2;13640;23040;34010;0,88;7790;11940;15250;19130;26340;31160;38320;48670;6,2;7,8;0,361;77,9;73,5;3,1;1,3;19,5;2,6;0
920320103;37,0;45,0;2;8700;14930;22870;0,95;3290;7310;10280;12620;17350;20090;24410;30550;9,3;11,4;0,387;75,8;s;s;s;23,2;1,0;0
920320104;83,0;7,0;2;27000;40320;57250;0,75;16910;24140;29470;34520;46260;52860;62760;78820;4,7;6,0;0,332;75,2;69,9;2,0;3,3;19,3;5,5;0
920320105;70,0;16,0;1;18120;28420;42400;0,85;10200;15910;20660;24220;33350;39070;46610;58270;5,7;7,0;0,345;68,7;63,2;2,2;3,3;27,7;3,6;0
920320106;67,0;19,0;2;15960;26380;39250;0,88;8630;13850;18330;22080;30940;36030;44050;55100;6,4;8,9;0,383;75,6;70,0;2,6;3,0;21,7;2,7;0
920320107;75,0;15,0;2;18970;30000;43990;0,83;10540;16250;21240;25360;33960;40720;48050;62200;5,9;7,9;0,383;76,8;70,4;2,4;4,0;19,3;3,9;0
920320108;67,0;21,0;2;15170;25730;37880;0,88;8530;13090;17240;22200;29500;34660;41970;54110;6,3;8,1;0,371;82,1;74,9;3,4;3,8;14,6;3,3;0
920320109;75,0;11,0;2;22190;35500;52800;0,86;12860;18980;24020;29340;41160;47540;59270;75910;5,9;7,4;0,367;72,5;67,1;2,3;3,1;21,6;5,9;0
920320110;77,0;9,0;2;24410;36440;50550;0,72;15330;22130;27280;30980;41340;46790;55790;67060;4,4;5,8;0,323;71,0;64,6;2,6;3,8;23,4;5,6;0
920320111;77,0;9,0;2;23410;34270;48100;0,72;14940;20880;25550;30140;38890;44800;51900;65910;4,4;5,5;0,315;73,1;68,3;1,8;3,0;22,6;4,3;0
920330101;74,0;12,0;1;21270;36530;57020;0,98;11740;18470;24240;30230;42860;51630;63720;88330;7,5;9,9;0,414;79,3;72,3;2,5;4,5;14,3;6,4;0
920330102;75,0;11,0;2;21780;33550;49550;0,83;12350;18920;23520;28390;39240;45870;53400;67960;5,5;6,9;0,355;73,5;65,7;2,5;5,3;21,8;4,7;0
920330103;85,0;3,0;2;35760;52810;74290;0,73;21790;30780;39080;46390;60620;69250;82840;125100;5,7;8,1;0,406;73,2;69,2;2,0;2,0;14,3;12,5;0
920330104;73,0;7,0;2;25330;40050;64350;0,97;15660;21850;27670;34150;47230;57700;73960;99040;6,3;9,7;0,443;70,2;65,1;1,6;3,5;16,3;13,5;0
920330105;83,0;5,0;2;30800;46790;67430;0,78;20660;27920;34110;40550;53460;61510;77500;104880;5,1;7,1;0,377;69,5;61,4;1,7;6,4;20,7;9,8;0
920330106;73,0;11,0;2;22700;42100;68500;1,09;13240;19190;26630;33040;51890;61610;76520;109620;8,3;11,2;0,435;75,7;68,9;2,8;4,0;14,5;9,8;0
920330107;74,0;10,0;1;23750;40280;65860;1,05;14000;20710;26440;32270;49420;59540;73110;99490;7,1;9,3;0,410;74,3;68,2;2,6;3,5;18,6;7,1;0
920330108;76,0;10,0;1;22220;36470;71430;1,35;14480;19820;25170;30460;48510;63070;84210;120860;8,3;13,6;0,515;72,3;66,0;1,3;5,0;12,4;15,3;0
920350101;70,0;15,0;1;18810;29280;44040;0,86;9900;16610;20950;24490;34160;40310;48040;61270;6,2;7,1;0,345;83,8;79,2;2,7;1,9;13,6;2,6;0
920350102;76,0;12,0;1;21690;33760;49110;0,81;10960;18360;24030;29630;38880;45250;52760;65750;6,0;7,7;0,355;86,1;80,2;3,2;2,7;10,4;3,5;0
920350103;77,0;11,0;1;23700;37140;55120;0,85;12560;20270;26940;31790;43220;51050;62240;83850;6,7;8,0;0,376;81,9;75,1;2,4;4,4;12,4;5,7;0
920350104;82,0;7,0;1;26510;39490;57100;0,77;16180;23690;28890;34570;45290;52160;63140;81830;5,1;7,1;0,372;76,9;70,4;2,5;4,0;15,8;7,3;0
920350105;79,0;8,0;1;24980;38950;58570;0,86;14870;21660;28110;33300;45360;53270;63180;84100;5,7;7,5;0,373;75,8;70,5;2,2;3,1;17,8;6,4;0
920350106;75,0;13,0;2;22110;34060;48640;0,78;11810;19480;24670;29500;39090;44070;53510;68450;5,8;7,1;0,346;82,0;76,3;2,3;3,4;14,4;3,6;0
920350108;77,0;10,0;1;23470;37650;55810;0,86;13570;20910;26620;32620;43040;50090;62180;79980;5,9;8,2;0,384;79,1;73,1;2,9;3,1;13,8;7,1;0
920350109;78,0;11,0;1;24140;39720;59300;0,89;12990;20880;27400;32740;46470;54370;64360;86030;6,6;10,3;0,438;76,0;69,4;2,1;4,5;11,1;12,9;0
920350110;81,0;8,0;1;26880;42490;61660;0,82;15320;23270;30560;36330;48570;56790;67940;88960;5,8;7,3;0,364;81,5;75,3;2,7;3,5;13,1;5,4;0
920350111;81,0;8,0;1;26770;39690;55710;0,73;16230;23660;29420;34360;45350;51370;59830;77260;4,8;7,2;0,377;83,0;76,6;2,4;4,0;11,2;5,8;0
920350112;69,0;15,0;2;17560;26840;38280;0,77;10770;15350;19710;22860;30470;35650;41960;54060;5,0;6,5;0,341;76,5;71,5;2,5;2,5;20,7;2,8;0
920360101;41,0;35,0;2;10840;17080;24620;0,81;5520;8690;12680;14370;20000;22480;26660;31960;5,8;7,9;0,343;79,7;71,3;5,2;3,2;19,5;0,8;0
920360102;35,0;45,0;2;8370;15110;21440;0,86;3250;7360;9790;12330;16960;19720;23420;29470;9,1;9,5;0,360;70,6;64,3;4,9;1,4;29,0;0,4;0
920360103;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
920360104;41,0;41,0;2;9710;15700;23160;0,86;5770;8490;10940;13420;18210;21370;25210;31830;5,5;7,5;0,351;75,2;67,2;4,2;3,8;23,3;1,5;0
920360201;35,0;51,0;2;7230;13140;20260;0,99;1520;5690;8680;10940;15570;18990;23020;28320;18,7;13,7;0,384;76,8;69,5;6,4;0,9;22,3;0,9;0
920360202;51,0;35,0;2;10370;18290;27370;0,93;5600;8650;12190;15330;21380;24650;30220;35660;6,4;8,1;0,353;75,7;69,5;4,3;1,9;22,6;1,7;0
920360203;51,0;27,0;2;12480;20200;29690;0,85;6320;10190;14410;17470;23250;26940;32620;41060;6,5;7,9;0,357;74,3;68,6;3,1;2,6;22,9;2,8;0
920360204;47,0;37,0;2;9400;17400;27170;1,02;4400;7610;10870;14610;21040;24680;29310;36380;8,3;10,7;0,389;72,9;64,5;4,9;3,5;25,6;1,5;0
920360301;33,0;49,0;2;7550;14210;21350;0,97;2580;5740;8790;11800;17050;19810;23330;27890;10,8;12,1;0,370;66,3;59,6;5,7;1,0;33,2;0,5;0
920360302;37,0;45,0;2;8000;14890;22370;0,97;2640;6950;9330;12150;17510;20240;24140;30960;11,7;12,3;0,388;80,3;73,1;5,2;2,0;18,1;1,6;0
920360303;36,0;49,0;1;6790;13890;20850;1,01;1840;5210;8010;10890;16460;19220;22660;27490;14,9;15,0;0,393;72,5;66,4;5,0;1,1;26,8;0,7;0
920360401;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
920360402;46,0;40,0;1;9120;16560;25990;1,02;4030;7810;10540;13580;20300;23790;28670;37030;9,2;11,3;0,396;82,4;74,8;5,0;2,6;16,0;1,6;0
920360403;35,0;46,0;1;8240;14910;22760;0,97;4280;7320;9590;12320;17450;21050;25130;31310;7,3;9,4;0,375;77,8;70,5;5,5;1,8;21,1;1,1;0
920360404;ns;ns;so;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;ns;so;so;ns;ns;ns;ns;ns;ns;ns;so
920360501;48,0;36,0;1;10520;18040;28310;0,99;5200;8880;12090;15010;21810;25420;31140;41150;7,9;10,0;0,391;89,0;81,6;4,5;2,9;9,2;1,8;0
920360502;50,0;35,0;1;11160;18710;28330;0,92;5400;9330;12300;15480;21940;26140;31160;39920;7,4;9,0;0,368;88,8;81,9;4,2;2,7;9,5;1,7;0
920360503;55,0;28,0;1;12600;20530;29160;0,81;6440;10860;14180;17270;23570;26980;31330;38240;5,9;7,2;0,336;80,6;73,5;3,9;3,2;17,5;1,9;0
920360504;53,0;33,0;2;10870;20540;30660;0,96;4010;9040;12670;16180;24350;28340;33100;41600;10,4;10,3;0,379;79,1;72,3;4,1;2,7;17,9;3,0;0
920400101;70,0;15,0;1;18880;33790;50130;0,93;9960;16370;21630;27400;40010;46370;54930;74510;7,5;9,2;0,382;77,0;71,9;2,4;2,7;19,2;3,8;0
920400102;85,0;5,0;2;33530;47020;61810;0,60;21480;29290;36190;41760;51100;58140;65570;84770;3,9;5,0;0,295;75,5;70,4;1,8;3,3;18,5;6,0;0
920400103;82,0;8,0;1;26790;42090;61590;0,83;16330;23450;30100;36090;48700;57410;66260;88840;5,4;7,2;0,360;75,0;68,7;2,0;4,3;19,0;6,0;0
920400201;72,0;14,0;1;19970;30860;46700;0,87;10980;17460;22150;26360;35950;43370;51800;67180;6,1;8,3;0,390;74,3;68,1;2,5;3,7;20,4;5,3;0
920400202;75,0;13,0;2;21740;37440;54430;0,87;10820;18470;24830;31910;42760;49940;58710;74670;6,9;8,1;0,361;73,8;69,6;2,4;1,8;19,8;6,4;0
920400203;75,0;12,0;1;22790;36190;52120;0,81;12100;19830;25400;31000;42830;48500;57860;74300;6,1;8,2;0,375;78,3;72,2;2,3;3,8;15,6;6,1;0
920400204;79,0;12,0;1;22770;35870;53600;0,86;11480;19660;25390;31190;42040;49510;57500;77420;6,7;7,8;0,359;83,2;77,4;2,4;3,4;12,1;4,7;0
920400301;80,0;8,0;1;29370;45710;63900;0,76;16160;25510;32470;39280;52970;60070;72420;97040;6,0;8,2;0,385;78,5;71,2;2,0;5,3;12,3;9,2;0
920400401;81,0;7,0;1;27510;41920;58980;0,75;16260;24500;30520;36350;47760;54670;65740;85630;5,3;6,9;0,357;77,8;71,9;2,1;3,8;15,2;7,0;0
920400402;84,0;5,0;1;27930;39550;53120;0,64;18710;25300;30050;34850;44200;49670;56440;70220;3,8;4,7;0,291;91,2;85,2;2,3;3,7;4,8;4,0;0
920400403;70,0;12,0;1;20070;33140;51400;0,95;12360;17310;22870;28210;38550;45930;57120;77370;6,3;7,9;0,370;78,2;72,2;2,5;3,5;16,6;5,2;0
920400404;71,0;17,0;1;17490;28940;44210;0,92;9660;15060;19520;24090;34320;40600;48290;61230;6,3;7,8;0,364;79,9;74,2;3,1;2,6;16,5;3,6;0
920400501;77,0;12,0;1;22770;35440;51120;0,80;12020;19420;25280;30440;40900;46650;55650;67110;5,6;7,4;0,351;86,6;81,3;2,2;3,1;9,0;4,4;0
920400502;76,0;12,0;1;22350;34110;48990;0,78;12130;19630;24800;29330;39470;45480;53190;67860;5,6;7,1;0,352;86,9;81,1;2,7;3,1;9,8;3,3;0
920400504;71,0;15,0;1;18440;30390;50540;1,06;10010;15750;20430;25210;37840;45810;55930;76470;7,6;10,1;0,417;89,3;84,1;2,7;2,5;7,1;3,6;0
920400505;76,0;12,0;1;21190;32110;47610;0,82;12230;18660;23390;27430;37620;44120;51820;64230;5,3;7,0;0,358;85,6;78,7;2,6;4,3;11,5;2,9;0
920400601;81,0;8,0;1;26470;40620;57810;0,77;15280;23210;29190;35200;46710;53580;64810;80700;5,3;6,5;0,337;85,2;79,9;2,1;3,2;10,4;4,4;0
920400701;72,0;13,0;1;21890;40870;67190;1,11;11030;18600;26130;33730;50870;62320;76630;110570;10,0;13,7;0,461;79,6;73,3;2,4;3,9;12,1;8,3;0
